Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
HRS,036640,KOSDAQ,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도,036640,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=036640,"8.96,8.24,22.4,-8.84,-4.43",-15,"10.47,2.49,122.3,-52.11,-8.5",-14,"17.72,16.78,30.48,16.01,15.33",9,"21.39,21.22,23.05,23.35,15.03",6,"18.09,19.44,21.35,22.91,13.92",-15,-29,100500000000,GR3,7.1,"5.86,6.7,5.68,6.33,7.1",0.99,"5.86,6.7,5.68,6.33,7.1,1.12,1.27,1.16,1.32,0.99",False
IBKS제12호스팩,335870,KOSDAQ,금융 지원 서비스업,기타 금융업,2019-12-09,12월,김판석,http://www.ibks.com,서울특별시,335870,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=335870,"nan,nan,nan,nan,nan",-45,"77.74,-33.43,-249.71,-8.25,-65.65",-39,"nan,nan,nan,nan,nan",-10,"-0.92,-0.54,-0.71,-0.62,-1.07",-15,"20.58,20.72,20.81,21.03,21.14",-15,-124,13200000000,GR3,-120.46,"-125.59,-218.05,-159.80,-186.01,-120.46",1.30,"-125.59,-218.05,-159.80,-186.01,-120.46,1.16,1.19,1.14,1.16,1.30",False
ISC,095340,KOSDAQ,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김상욱 (각자 대표이사)",http://isc21.kr,경기도,095340,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=095340,"-5.92,12.8,-9.9,19.38,31.14",15,"104.14,-31.43,-8.06,88.49,42.52",15,"38.88,23.64,24.12,38.08,41.39",5,"6.16,8.88,15.3,17.68,20.27",11,"23.48,19.38,17.59,24.05,29.14",-15,31,679400000000,GR0,11.11,"30.62,21.9,19.04,12.86,11.11",1.98,"30.62,21.9,19.04,12.86,11.11,1.9,1.84,2.51,2.06,1.98",False
JW생명과학,234080,KOSPI,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도,234080,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=234080,"0.71,-5.83,10.41,-1.32,7.5",-6,"-10.03,-19.24,10.23,2.95,3.02",6,"17.46,14.97,14.95,15.6,14.95",10,"7.59,4.22,9.78,9.3,10.34",14,"72.21,67.59,66.91,79.1,87.0",-15,9,199500000000,GR3,15.0,"31.94,45.34,16.98,19.27,15.0",1.48,"31.94,45.34,16.98,19.27,15.0,2.41,1.93,1.63,1.76,1.48",False
JW신약,067290,KOSDAQ,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시,067290,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=067290,"2.68,5.34,0.65,-4.7,-3.31",-21,"70.99,3067.76,-32.45,-8.76,-12.35",-27,"0.25,7.63,5.12,4.9,4.44",15,"-5.88,-5.4,1.58,3.93,4.55",3,"65.13,64.14,66.72,61.85,61.75",-15,-45,189800000000,GR3,69.39,"-67.42,-56.9,210.86,90.23,69.39",3.12,"-67.42,-56.9,210.86,90.23,69.39,4.09,3.16,3.35,3.52,3.12",False
JW중외제약,001060,KOSPI,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,대표이사 신영섭,http://www.jw-pharma.co.kr,서울특별시,001060,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=001060,"2.77,2.03,13.74,-7.75,5.54",2,"-78.6,277.65,61.99,8.66,-29.42",1,"1.37,5.08,7.23,8.52,5.7",15,"-1.62,-0.56,-0.47,2.25,4.4",-3,"191.24,187.05,235.77,233.65,225.11",5,20,479000000000,GR1,59.53,"-205.66,-486.91,-554.08,140.34,59.53",2.56,"-205.66,-486.91,-554.08,140.34,59.53,3.37,2.77,2.64,3.13,2.56",False
JYP Ent.,035900,KOSDAQ,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시,035900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=035900,"25.49,41.18,11.38,6.3,-0.04",4,"-30.32,89.88,-10.54,17.57,26.62",17,"23.67,31.83,25.57,28.28,35.82",5,"16.63,20.11,31.43,32.5,35.84",6,"25.61,25.82,26.64,30.67,25.57",-15,17,2129800000000,GR0,20.75,"47.37,38.62,26.68,30.23,20.75",6.01,"47.37,38.62,26.68,30.23,20.75,6.88,6.65,6.8,8.02,6.01",False
KBG,318000,KOSDAQ,합성고무 및 플라스틱 물질 제조업,"실리콘 소재(실란 모노머, 실리콘 레진&폴리머, 실리콘 융합소재)",2019-08-01,12월,"송정섭, 부삼열(각자 대표이사)",http://www.kbgtech.co.kr/,충청남도,318000,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=318000,"1.65,10.77,14.35,-19.84,0.48",4,"67.31,0.91,18.29,-26.08,-22.03",-16,"24.83,22.62,23.4,21.58,16.74",6,"14.64,14.09,13.4,14.07,12.99",10,"28.9,30.29,32.87,34.48,33.57",-15,-11,47300000000,GR3,11.49,"17.68,21.44,17.62,16.29,11.49",1.41,"17.68,21.44,17.62,16.29,11.49,2.42,2.82,2.21,2.16,1.41",False
KBI메탈,024840,KOSDAQ,1차 비철금속 제조업,"동ROD, 모터코어",1994-12-29,12월,김재충,http://www.kbimetal.co.kr,대구광역시,024840,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=024840,"10.78,2.79,5.14,6.32,-4.14",-4,"-15.57,-36.81,16.94,149.91,-87.19",-6,"2.23,1.37,1.53,3.59,0.48",15,"-1.98,-3.04,-1.17,2.74,10.62",-4,"147.88,124.33,127.55,120.14,105.91",10,11,59800000000,GR3,5.15,"-47.68,-24.09,-58.17,27.19,5.15",0.51,"-47.68,-24.09,-58.17,27.19,5.15,0.94,0.73,0.67,0.71,0.51",False
KB오토시스,024120,KOSDAQ,자동차 신품 부품 제조업,브레이크패드,1994-12-07,12월,김신완,http://www.kbautosys.com,충청남도,024120,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=024120,"-0.65,-2.99,25.27,-3.49,22.9",3,"-43.89,-342.14,-468.5,55.07,121.73",9,"1.23,-3.07,-13.94,-6.49,1.15",0,"4.75,4.23,-0.4,-3.87,-3.51",-3,"43.93,42.3,56.65,72.38,97.92",-15,-6,56000000000,GR3,-18.27,"20.86,17.98,-189.2,-17.94,-18.27",0.65,"20.86,17.98,-189.2,-17.94,-18.27,0.98,0.75,0.75,0.71,0.65",False
KCC,002380,KOSPI,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",1973-06-25,12월,"정몽진, 정재훈",http://www.kccworld.co.kr,서울특별시,002380,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002380,"11.02,-1.5,1.33,8.47,7.22",8,"51.24,2.61,-38.03,100.84,9.92",13,"7.73,8.06,4.93,9.12,9.35",15,"17.21,14.64,-0.92,-1.15,-4.83",-5,"139.4,143.77,139.56,150.47,150.3",8,39,2572600000000,GR0,-10.07,"3.58,5.25,-61.15,-53.61,-10.07",0.41,"3.58,5.25,-61.15,-53.61,-10.07,0.49,0.62,0.48,0.51,0.41",False
KCC건설,021320,KOSDAQ,건물 건설업,"토목 건축공사, 분양공사",2001-08-21,12월,"정몽열,윤희영",http://www.kccworld.net,서울특별시,021320,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=021320,"28.66,7.54,33.87,-6.31,2.47",7,"49.24,-93.09,-455.98,258.85,-159.67",-15,"6.72,0.43,-1.15,1.95,-1.13",5,"11.18,11.09,11.2,8.88,4.08",12,"161.5,145.31,146.28,149.57,152.35",8,17,142300000000,GR3,8.43,"4.85,5.01,3.71,5.93,8.43",0.32,"4.85,5.01,3.71,5.93,8.43,0.49,0.5,0.37,0.47,0.32",False
KCI,036670,KOSDAQ,기타 화학제품 제조업,"폴리머,레진,계면활성제",2001-01-03,12월,이진용,http://www.kciltd.com,충청남도,036670,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=036670,"12.6,13.51,8.11,0.1,19.82",23,"176.35,98.85,-23.5,-2.43,72.31",3,"13.32,23.34,16.51,16.1,23.14",8,"8.45,11.01,12.92,15.66,18.95",11,"14.2,14.15,17.92,20.94,27.33",-15,30,101700000000,GR3,5.82,"18.14,11.9,10.19,8.16,5.82",0.97,"18.14,11.9,10.19,8.16,5.82,1.42,1.19,1.2,1.15,0.97",False
KCTC,009070,KOSPI,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,류주환,http://www.kctc.co.kr,서울특별시,009070,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=009070,"9.2,7.12,18.89,4.12,11.28",23,"102.68,-1.9,-3.89,33.57,3.67",5,"5.31,4.87,3.93,5.05,4.7",15,"9.34,10.43,9.56,12.08,12.39",12,"116.48,115.8,132.38,143.8,144.88",10,65,153000000000,GR3,4.75,"12.89,8.32,9.17,7.17,4.75",0.55,"12.89,8.32,9.17,7.17,4.75,1.15,0.82,0.84,0.82,0.55",False
KG모빌리언스,046440,KOSDAQ,소프트웨어 개발 및 공급업,유무선전화결제서비스,2004-12-14,12월,고규영,http://www.mobilians.co.kr,서울특별시,046440,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=046440,"2.81,-0.1,-5.16,-3.88,-1.22",-41,"6.44,-5.46,-20.98,3.04,11.47",0,"16.73,15.83,13.19,14.14,15.95",10,"13.13,14.07,10.54,9.98,9.46",12,"66.55,63.08,65.52,69.3,53.24",-15,-34,267800000000,GR2,10.37,"11.94,9.52,16.27,12.94,10.37",0.91,"11.94,9.52,16.27,12.94,10.37,1.42,1.21,1.58,1.19,0.91",False
KG스틸,016380,KOSPI,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,박성희,http://www.kgdongbusteel.co.kr,서울특별시,016380,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=016380,"29.26,9.36,4.18,3.02,9.46",17,"89.2,17.39,-54.39,95.36,28.22",25,"10.95,11.76,5.15,9.76,11.43",12,"12.4,16.64,17.99,21.04,20.61",8,"136.67,142.09,140.93,133.79,134.98",10,72,1135100000000,GR0,5.53,"14.59,7.99,5.55,4.87,5.53",1.03,"14.59,7.99,5.55,4.87,5.53,1.7,1.23,0.92,0.93,1.03",False
KG이니시스,035600,KOSDAQ,소프트웨어 개발 및 공급업,전자지불서비스,2002-11-22,12월,유승용,http://www.inicis.com,서울특별시,035600,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=035600,"3.17,0.46,7.62,-4.03,6.75",-1,"5.94,-3.43,-0.63,-7.19,11.67",-16,"11.04,10.62,9.8,9.48,9.92",13,"15.61,17.96,14.45,12.87,10.69",10,"180.45,190.98,178.68,184.92,162.87",5,11,365500000000,GR2,8.67,"11.79,8.36,11.02,14.45,8.67",0.85,"11.79,8.36,11.02,14.45,8.67,1.56,1.26,1.41,1.7,0.85",False
KG케미칼,001390,KOSPI,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시,001390,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=001390,"19.79,5.17,3.7,1.14,11.14",21,"55.44,6.46,-40.3,49.5,29.08",23,"11.27,11.41,6.57,9.71,11.27",12,"20.36,21.86,17.39,13.0,31.3",7,"174.71,181.83,173.28,173.89,143.7",6,69,365300000000,GR2,2.07,"5.98,5.07,5.71,7.39,2.07",0.55,"5.98,5.07,5.71,7.39,2.07,1.12,0.99,0.9,0.88,0.55",False
KH바텍,060720,KOSDAQ,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도,060720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=060720,"5.71,248.7,-19.4,-42.97,-18.58",-29,"62.82,1147.56,-22.48,-54.89,-24.31",-27,"2.75,9.83,9.46,7.48,6.95",15,"-7.69,2.48,16.95,17.82,21.49",5,"81.05,110.47,76.3,61.11,62.47",-10,-46,440400000000,GR1,10.33,"-36.35,112.29,18.92,14.17,10.33",1.93,"-36.35,112.29,18.92,14.17,10.33,2.79,2.55,2.78,2.21,1.93",False
KISCO홀딩스,001940,KOSPI,1차 철강 제조업,지주사업,1989-11-13,12월,"장세홍, 이병제 (각자대표)",http://www.kiscoholdings.co.kr,경상남도,001940,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=001940,"69.68,2.43,4.73,-6.26,24.26",11,"449.91,-9.6,-16.58,-26.59,99.96",-9,"16.48,14.55,11.59,9.08,14.6",11,"6.01,8.12,12.69,13.63,10.26",12,"16.61,16.75,18.82,19.62,18.68",-15,10,226400000000,GR2,2.54,"7.39,5.51,2.36,2.59,2.54",0.19,"7.39,5.51,2.36,2.59,2.54,0.32,0.32,0.21,0.25,0.19",False
KNN,058400,KOSDAQ,텔레비전 방송업,방송프로그램 제작 및 송출,2010-11-03,12월,이오상,http://www.knn.co.kr,부산광역시,058400,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=058400,"33.68,5.55,23.52,-38.31,23.52",17,"174.66,7.84,-61.31,-3.08,135.5",-1,"21.84,22.31,6.99,10.98,20.93",8,"4.66,5.41,4.5,4.67,4.42",15,"6.53,7.87,7.65,7.1,6.47",-15,24,132400000000,GR3,14.72,"29.69,19.49,20.13,20.03,14.72",0.65,"29.69,19.49,20.13,20.03,14.72,1.36,1.03,0.89,0.92,0.65",False
KPX생명과학,114450,KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등,2009-12-22,12월,"양준화, 이기성(각자 대표이사)",http://www.kpxls.com/,전라남도,114450,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=114450,"2.83,15.41,23.05,83.51,-25.02",11,"-5.22,-11.78,-66.75,102.77,-2318.59",-21,"-16.91,-16.38,-22.2,0.34,-9.91",-5,"-3.24,-4.42,-5.42,-4.38,-4.71",-15,"20.8,21.15,27.85,29.3,22.65",-15,-45,78600000000,GR3,-27.26,"-75.56,-47.15,-48.31,-40.71,-27.26",1.31,"-75.56,-47.15,-48.31,-40.71,-27.26,2.48,2.13,2.69,1.82,1.31",False
KPX케미칼,025000,KOSPI,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영, 최재호, 이찬수(각자대표이사)",http://www.kpxchemical.com,서울특별시,025000,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=025000,"12.67,-1.41,9.36,-3.48,-11.18",-28,"-17.21,-40.81,52.72,21.55,2.38",17,"4.67,2.8,3.91,4.93,5.68",15,"12.18,11.18,8.83,8.44,6.04",13,"36.28,34.46,34.44,35.21,33.52",-15,2,237800000000,GR2,6.86,"5.27,5.04,5.39,5.65,6.86",0.4,"5.27,5.04,5.39,5.65,6.86,0.6,0.52,0.45,0.45,0.4",False
KPX홀딩스,092230,KOSPI,기초 화학물질 제조업,지주회사,2006-10-12,12월,양준영,http://www.kpxholdings.com,서울특별시,092230,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=092230,"10.32,-1.75,9.27,-1.36,-8.47",-28,"-13.35,-38.19,44.88,27.78,-0.43",-3,"4.72,2.97,3.94,5.1,5.55",15,"18.38,19.16,5.79,10.05,4.35",12,"32.58,31.27,32.53,35.38,33.93",-15,-19,250000000000,GR2,7.04,"2.28,2.0,5.81,3.18,7.04",0.28,"2.28,2.0,5.81,3.18,7.04,0.36,0.32,0.3,0.28,0.28",False
KT,030200,KOSPI,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,구현모,http://www.kt.com,경기도,030200,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=030200,"-0.03,3.15,6.53,-5.22,0.55",-5,"7.14,-19.64,-3.4,69.64,-26.72",-17,"7.9,6.15,5.58,9.98,7.27",15,"6.54,7.15,9.36,10.2,9.8",14,"117.95,122.59,124.3,124.79,131.1",10,17,9491400000000,GR0,6.62,"9.08,8.33,5.89,6.37,6.62",0.57,"9.08,8.33,5.89,6.37,6.62,0.53,0.53,0.48,0.56,0.57",False
KT&G,033780,KOSPI,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,"Baek, Bok-In",http://www.ktng.com,대전광역시,033780,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=033780,"6.53,16.49,-33.08,33.63,1.06",13,"3.92,28.4,-37.09,24.88,-1.62",-5,"24.52,27.03,25.41,23.74,23.11",5,"12.56,13.17,10.74,11.0,11.6",10,"25.42,26.78,26.37,32.52,28.28",-15,8,11354000000000,GR0,10.66,"10.46,9.36,11.1,11.45,10.66",1.07,"10.46,9.36,11.1,11.45,10.66,1.16,1.07,1.03,1.09,1.07",False
KTcs,058850,KOSPI,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,박경원,http://www.ktcs.co.kr,대전광역시,058850,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=058850,"13.93,1.41,25.92,-24.4,21.16",16,"-15.13,-26.53,-115.57,833.75,14.6",4,"3.25,2.35,-0.29,2.82,2.67",10,"10.06,10.1,10.76,9.46,8.91",12,"101.68,102.42,128.26,114.64,117.34",10,52,97300000000,GR3,5.35,"8.94,6.68,6.05,6.38,5.35",0.44,"8.94,6.68,6.05,6.38,5.35,0.82,0.61,0.59,0.55,0.44",False
KTis,058860,KOSPI,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,윤경근,http://www.ktis.co.kr,서울특별시,058860,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=058860,"0.88,6.89,0.36,3.78,6.67",15,"-19.34,-0.47,-101.39,12671.55,-17.65",-21,"3.95,3.68,-0.05,6.17,4.77",10,"4.36,4.64,13.89,14.59,14.79",12,"80.99,97.42,92.63,88.21,85.32",-15,1,97900000000,GR3,2.95,"14.54,10.88,3.54,3.17,2.95",0.39,"14.54,10.88,3.54,3.17,2.95,0.58,0.47,0.43,0.41,0.39",False
KT서브마린,060370,KOSDAQ,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무,2002-02-15,12월,이승용,http://www.ktsubmarine.co.kr,부산광역시,060370,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=060370,"15.46,1.12,-34.41,98.43,0.87",12,"385.08,-217.91,-257.99,101.38,-2970.29",-15,"12.8,-14.93,-81.47,0.56,-16.06",-1,"-0.34,-7.59,-3.15,-2.33,-2.9",-15,"12.65,12.09,10.77,14.31,12.02",-15,-34,144900000000,GR3,-44.21,"-486.61,-15.79,-37.16,-55.33,-44.21",1.22,"-486.61,-15.79,-37.16,-55.33,-44.21,1.54,1.17,1.11,1.22,1.22",False
KX,122450,KOSDAQ,텔레비전 방송업,방송채널사업 및 방송송출서비스,2011-05-25,12월,"한찬수, 이강봉(각자 대표이사)",http://www.kxgroup.co.kr,서울특별시,122450,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=122450,"24.12,1.26,1.15,-20.23,42.12",11,"215.66,-6.77,-17.07,-62.51,361.25",-9,"32.02,29.48,24.17,11.36,36.87",6,"11.75,22.96,15.62,15.12,11.33",9,"76.31,170.86,158.71,163.19,167.31",1,18,337700000000,GR2,11.19,"21.4,9.33,9.38,9.68,11.19",1.29,"21.4,9.33,9.38,9.68,11.19,2.26,2.0,1.44,1.44,1.29",False
KX하이텍,052900,KOSDAQ,플라스틱제품 제조업,TRAY(반도체Packing재료),2005-01-18,12월,이상국,http://www.kxhitech.com,충청남도,052900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=052900,"23.75,3.47,51.57,-5.74,7.72",7,"417.44,26.28,-20.73,42.29,2.18",17,"10.53,12.85,6.72,10.14,9.62",12,"1.45,4.54,5.36,9.9,12.38",14,"55.22,80.51,73.13,73.8,84.46",-15,35,74800000000,GR3,5.93,"82.06,22.17,18.09,8.97,5.93",0.72,"82.06,22.17,18.09,8.97,5.93,1.04,0.87,0.91,0.79,0.72",False
LF,093050,KOSPI,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01,12월,"오규식, 김상균 (각자 대표이사)",http://www.lfcorp.com,서울특별시,093050,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=093050,"16.83,-16.97,40.57,-16.98,16.25",3,"85.69,-56.35,160.42,-17.43,16.52",4,"10.97,5.77,10.69,10.63,10.65",11,"5.24,7.33,9.24,11.99,10.09",13,"67.44,66.36,69.59,61.94,58.48",-15,16,495600000000,GR1,3.35,"9.09,5.66,4.25,3.33,3.35",0.31,"9.09,5.66,4.25,3.33,3.35,0.45,0.39,0.37,0.37,0.31",False
LG,003550,KOSPI,기타 금융업,지주회사,1970-02-13,12월,"구광모, 권봉석",http://www.lg.co.kr,서울특별시,003550,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=003550,"-11.79,5.37,-64.07,145.19,-2.65",-13,"-38.88,0.14,-61.63,252.46,-39.57",-13,"31.8,30.22,32.27,46.39,28.79",5,"13.74,12.29,12.36,12.9,10.11",10,"13.93,13.87,17.0,12.08,9.47",-15,-26,12442500000000,GR0,5.35,"6.42,6.13,5.22,4.32,5.35",0.48,"6.42,6.13,5.22,4.32,5.35,0.8,0.7,0.61,0.49,0.48",False
LG디스플레이,034220,KOSPI,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정호영,http://www.lgdisplay.com,서울특별시,034220,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=034220,"1.2,3.7,21.92,-26.52,-13.35",-15,"34.04,-24.56,-9.7,-91.97,-1373.52",-39,"10.06,7.32,5.42,0.59,-8.71",9,"10.25,13.15,9.68,7.87,1.67",13,"163.97,157.37,158.46,159.31,161.82",5,-27,5510300000000,GR0,24.72,"7.4,4.31,7.42,7.55,24.72",0.4,"7.4,4.31,7.42,7.55,24.72,0.71,0.52,0.67,0.57,0.4",False
LG생활건강,051900,KOSPI,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lghnh.com,서울특별시,051900,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=051900,"-0.75,-0.55,0.63,-18.69,13.23",-8,"-9.39,1.93,-29.57,-27.16,23.36",-7,"16.61,17.03,11.91,10.67,11.63",10,"17.76,17.23,16.65,13.81,11.55",10,"36.18,38.28,37.42,37.66,39.44",-15,-10,10901500000000,GR0,20.19,"36.99,27.82,23.01,21.74,20.19",2.16,"36.99,27.82,23.01,21.74,20.19,5.83,4.3,3.41,2.72,2.16",False
LG유플러스,032640,KOSPI,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시,032640,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=032640,"-2.08,3.94,3.85,-5.58,-0.75",-25,"-2.61,3.1,-42.82,65.1,-4.93",-13,"8.02,7.96,4.38,7.66,7.34",15,"7.84,5.16,9.47,9.1,8.25",15,"137.36,136.39,143.39,140.3,139.45",10,2,4955500000000,GR0,8.7,"11.57,16.68,8.34,8.91,8.7",0.69,"11.57,16.68,8.34,8.91,8.7,0.88,0.85,0.76,0.78,0.69",False
LG이노텍,011070,KOSPI,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,정철동,http://www.lginnotek.co.kr,서울특별시,011070,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=011070,"-23.31,61.28,50.7,-30.95,-6.3",-15,"-56.19,120.96,28.02,-14.59,-21.02",-15,"6.45,8.84,7.51,9.29,7.83",15,"21.28,27.53,30.94,28.95,28.87",5,"130.27,167.2,133.58,129.87,112.07",9,-1,8117800000000,GR0,8.41,"9.65,6.61,9.7,10.13,8.41",2.12,"9.65,6.61,9.7,10.13,8.41,1.86,1.59,2.6,2.58,2.12",False
LG전자,066570,KOSPI,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,"조주완, 배두용 (각자 대표이사)",http://www.lge.co.kr,서울특별시,066570,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=066570,"-9.01,9.77,11.83,0.49,-7.8",-6,"-42.1,-38.43,25.33,177.5,-57.87",-3,"5.13,2.88,3.23,8.91,4.07",15,"9.47,7.59,6.32,7.12,10.13",14,"170.92,168.7,166.1,151.6,138.11",6,26,16135600000000,GR0,8.66,"19.78,18.39,24.19,17.29,8.66",0.79,"19.78,18.39,24.19,17.29,8.66,1.8,1.32,1.44,1.15,0.79",False
LG화학,051910,KOSPI,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시,051910,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=051910,"18.72,-7.38,3.19,6.02,5.44",8,"51.96,-66.04,3.0,36.86,-14.24",-3,"18.68,6.85,6.84,8.82,7.18",14,"15.39,15.21,18.47,12.43,8.62",11,"117.46,119.69,120.32,81.5,81.53",0,30,43837800000000,GR0,18.19,"22.9,20.22,13.12,13.65,18.19",1.29,"22.9,20.22,13.12,13.65,18.19,3.25,2.83,2.21,1.37,1.29",False
LS,006260,KOSPI,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30,12월,명노현,http://www.lsholdings.co.kr,서울특별시,006260,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=006260,"14.7,-0.18,5.5,5.69,10.95",13,"28.51,-27.78,-29.48,59.09,15.53",10,"4.76,3.45,2.3,3.47,3.61",15,"7.57,7.66,8.15,10.06,9.08",14,"174.65,173.63,168.05,182.35,186.03",5,57,2125200000000,GR0,6.38,"9.19,8.07,6.27,4.9,6.38",0.48,"9.19,8.07,6.27,4.9,6.38,0.58,0.52,0.42,0.4,0.48",False
